"photo.code","site","month","year","area.cm2","num.frag","mort.","mort.parc","perd","blanq","structure","data_entry_person","date"
"DSCN2766","Playa Blanca","3","2023",564.254,18,0,0,0,0,"154","Emma",2023-03-01
"DSCN1256","Playa Blanca","1","2023",256.528,20,1,0,1,0,"149","Emma",2023-01-01
"DSCN1255","Playa Blanca","1","2023",348.615,15,0,0,3,0,"150","Emma",2023-01-01
"DSCN1233","Playa Blanca","1","2023",116.458,18,0,0,2,0,"151","Emma",2023-01-01
"DSCN1258","Playa Blanca","1","2023",384.095,23,0,0,0,0,"154","Emma",2023-01-01
"P1280194","Playa Blanca","1","2024",25.92,11,9,1,8,0,"149","Emma",2024-01-01
"P1280229","Playa Blanca","1","2024",505.41,12,2,0,5,0,"151","Emma",2024-01-01
"P1280188","Playa Blanca","1","2024",260.38,18,3,1,2,0,"154","Emma",2024-01-01
"P1280249","Playa Blanca","1","2024",329.34,19,0,3,3,0,"375","Emma",2024-01-01
"P1280255","Playa Blanca","1","2024",252.84,16,1,0,9,0,"378","Emma",2024-01-01
"P1280298","Playa Blanca","1","2024",256.55,17,1,3,12,0,"379","Emma",2024-01-01
"P1280315","Playa Blanca","1","2024",423.97,18,1,2,7,0,"380","Emma",2024-01-01
"P1280219","Playa Blanca","1","2024",92.313,17,7,1,0,0,"58","Priscilla",2024-01-01
"P1280240","Playa Blanca","1","2024",892.158,7,4,0,4,1,"60","Priscilla",2024-01-01
"P1280177","Playa Blanca","1","2024",598.382,23,8,2,2,0,"62","Priscilla",2024-01-01
"P1280207","Playa Blanca","1","2024",394.862,25,11,2,2,0,"64","Priscilla",2024-01-01
"P1280244","Playa Blanca","1","2024",307.953,16,5,2,5,0,"66","Priscilla",2024-01-01
"DSCN3790","Playa Blanca","4","2023",400.418,24,0,0,0,3,"394","Priscilla",2023-04-01
"DSCN3742","Playa Blanca","4","2023",276.435,21,2,0,0,3,"395","Priscilla",2023-04-01
"DSCN3778","Playa Blanca","4","2023",322.059,13,0,0,0,1,"396","Priscilla",2023-04-01
"DSCN4601","Playa Blanca","5","2023",679.525,24,0,3,0,0,"394","Priscilla",2023-05-01
"DSCN4613","Playa Blanca","5","2023",358.013,13,0,0,0,0,"396","Priscilla",2023-05-01
"DSCN4601","Playa Blanca","6","2023",564.789,23,0,2,1,2,"394","Priscilla",2023-06-01
"DSCN4613","Playa Blanca","6","2023",467.23,12,0,0,1,0,"396","Priscilla",2023-06-01
"DSCN8843","Playa Blanca","7","2023",888.758,21,0,0,2,2,"394","Priscilla",2023-07-01
"DSCN8917","Playa Blanca","7","2023",517.459,19,0,0,2,0,"395","Priscilla",2023-07-01
"DSCN8860","Playa Blanca","7","2023",531.384,13,0,0,0,0,"396","Priscilla",2023-07-01
"DSCN9982","Playa Blanca","8","2023",628.547,20,0,0,1,1,"394","Priscilla",2023-08-01
"DSCN9948","Playa Blanca","8","2023",725.92,18,0,0,0,0,"395","Priscilla",2023-08-01
"P9232663","Playa Blanca","9","2023",733.627,18,0,0,3,3,"395","Priscilla",2023-09-01
"PA210926","Playa Blanca","10","2023",857.849,21,0,0,0,16,"394","Priscilla",2023-10-01
"PA210999","Playa Blanca","10","2023",818.793,18,0,0,0,18,"395","Priscilla",2023-10-01
"DSCN2189","Playa Blanca","11","2023",470.379,20,4,7,1,11,"394","Priscilla",2023-11-01
"DSCN2305","Playa Blanca","11","2023",409.992,18,6,8,0,17,"395","Priscilla",2023-11-01
"DSCN2216","Playa Blanca","11","2023",254.591,13,3,4,0,12,"396","Priscilla",2023-11-01
"P1280247","Playa Blanca","1","2024",331.068,16,8,1,0,0,"394","Priscilla",2024-01-01
"P1280259","Playa Blanca","1","2024",364.438,21,1,1,7,0,"395","Priscilla",2024-01-01
"PA210972","Playa Blanca","10","2023",604.567,13,0,1,1,11,"396","Priscilla",2023-10-01
"P1280162","Playa Blanca","1","2024",326.324,10,13,3,0,0,"59","Amanda",2024-01-01
"P1280158","Playa Blanca","1","2024",155.128,10,13,4,1,2,"82","Amanda",2024-01-01
"P1280171","Playa Blanca","1","2024",324.915,10,10,9,2,7,"99","Amanda",2024-01-01
"P1280165","Playa Blanca","1","2024",102.244,7,13,4,0,1,"115","Amanda",2024-01-01
"P1280174","Playa Blanca","1","2024",621.129,16,9,12,2,7,"146","Amanda",2024-01-01
"P1280160","Playa Blanca","1","2024",269.511,9,10,6,2,4,"147","Amanda",2024-01-01
"P1280168","Playa Blanca","1","2024",323.995,8,14,6,1,6,"155","Amanda",2024-01-01
"DSCN9739","Playa Blanca","2","2024",111.052,12,4,0,5,1,"58","Priscilla",2024-02-01
"DSCN9735","Playa Blanca","2","2024",43.876,4,2,0,4,0,"60","Priscilla",2024-02-01
"DSCN9799","Playa Blanca","2","2024",679.683,20,6,0,2,0,"62","Priscilla",2024-02-01
"DSCN9795","Playa Blanca","2","2024",471.819,22,8,0,3,0,"64","Priscilla",2024-02-01
"DSCN9731","Playa Blanca","2","2024",513.864,12,0,0,2,0,"66","Priscilla",2024-02-01
"DSCN9727","Playa Blanca","2","2024",523.71,13,5,0,0,0,"394","Priscilla",2024-02-01
"DSCN9701","Playa Blanca","2","2024",412.375,19,2,0,0,0,"395","Priscilla",2024-02-01
"DSCN9713","Playa Blanca","2","2024",376.023,18,1,0,2,0,"396","Priscilla",2024-02-01
"PA210913","Playa Blanca","10","2023",893.389,22,0,0,1,22,"68","Daniela",2023-10-01
"PA211031","Playa Blanca","10","2023",749.781,24,0,5,0,24,"70","Daniela",2023-10-01
"PA210879","Playa Blanca","10","2023",1.3,19,0,0,3,18,"72","Daniela",2023-10-01
"PA210871","Playa Blanca","10","2023",935.152,23,0,1,1,21,"73","Daniela",2023-10-01
"PA210840","Playa Blanca","10","2023",974.11,15,0,1,1,15,"74","Daniela",2023-10-01
"DSCN2177","Playa Blanca","11","2023",857.703,22,0,5,1,22,"68","Daniela",2023-11-01
"DSCN2263","Playa Blanca","11","2023",755.89,24,0,5,0,24,"70","Daniela",2023-11-01
"DSCN2149","Playa Blanca","11","2023",780.978,19,1,4,3,18,"72","Daniela",2023-11-01
"DSCN2142","Playa Blanca","11","2023",699.215,23,4,6,1,21,"73","Daniela",2023-11-01
"DSCN2110","Playa Blanca","11","2023",620.708,15,0,5,1,15,"74","Daniela",2023-11-01
"P1280234","Playa Blanca","1","2024",293.914,6,16,5,1,0,"68","Daniela",2024-01-01
"P1280338","Playa Blanca","1","2024",311.657,15,9,2,0,0,"70","Daniela",2024-01-01
"P1280198","Playa Blanca","1","2024",291.637,4,0,0,1,0,"72","Daniela",2024-01-01
"P1280210","Playa Blanca","1","2024",603.433,11,4,0,0,0,"73","Daniela",2024-01-01
"P1280154","Playa Blanca","1","2024",667.909,19,3,0,0,0,"74","Daniela",2024-01-01
"DSCN9741","Playa Blanca","2","2024",21.549,6,16,7,1,0,"68","Daniela",2024-02-01
"DSCN9686","Playa Blanca","2","2024",10.807,13,0,0,0,0,"70","Daniela",2024-02-01
"DSCN9755","Playa Blanca","2","2024",62.616,4,0,0,0,0,"72","Daniela",2024-02-01
"DSCN9789","Playa Blanca","2","2024",37.593,11,0,0,0,0,"73","Daniela",2024-02-01
"DSCN9819","Playa Blanca","2","2024",20.978,11,0,0,0,0,"74","Daniela",2024-02-01
"PA210920","Playa Blanca","10","2023",12.532,13,0,2,0,11,"139","Jorge",2023-10-01
"PA210883","Playa Blanca","10","2023",118.292,21,0,0,0,18,"140","Jorge",2023-10-01
"PA210874","Playa Blanca","10","2023",168.037,25,0,10,0,15,"143","Jorge",2023-10-01
"PA210876","Playa Blanca","10","2023",63.361,17,0,3,0,14,"144","Jorge",2023-10-01
"PA210904","Playa Blanca","10","2023",103.161,16,0,2,0,14,"148","Jorge",2023-10-01
"DSCN2181","Playa Blanca","11","2023",35.663,13,0,1,0,12,"139","Jorge",2023-11-01
"DSCN2153","Playa Blanca","11","2023",139.013,18,0,1,0,13,"140","Jorge",2023-11-01
"DSCN2140","Playa Blanca","11","2023",241.088,25,0,3,0,15,"143","Jorge",2023-11-01
"DSCN2146","Playa Blanca","11","2023",16.719,17,0,1,0,16,"144","Jorge",2023-11-01
"DSCN2168","Playa Blanca","11","2023",22.216,16,0,0,0,16,"148","Jorge",2023-11-01
"P1280236","Playa Blanca","1","2024",62.175,2,0,1,11,0,"139","Jorge",2024-01-01
"P1280192","Playa Blanca","1","2024",304.593,10,0,0,8,0,"140","Jorge",2024-01-01
"P1280205","Playa Blanca","1","2024",537.371,25,7,0,0,0,"143","Jorge",2024-01-01
"P1280201","Playa Blanca","1","2024",230.267,19,0,0,0,0,"144","Jorge",2024-01-01
"P1280224","Playa Blanca","1","2024",214.743,9,0,0,0,0,"148","Jorge",2024-01-01
"DSCN9737","Playa Blanca","2","2024",63.951,2,0,0,0,0,"139","Jorge",2024-02-01
"DSCN9757","Playa Blanca","2","2024",449.59,9,0,1,0,0,"140","Jorge",2024-02-01
"DSCN9791","Playa Blanca","2","2024",687.163,17,4,4,0,0,"143","Jorge",2024-02-01
"DSCN9793","Playa Blanca","2","2024",246.601,19,0,0,0,0,"144","Jorge",2024-02-01
"DSCN9749","Playa Blanca","2","2023",225.265,8,0,1,0,0,"148","Jorge",2023-02-01
"DSCN3752","Playa Blanca","4","2023",248.642,23,0,1,0,0,"386","Eliana",2023-04-01
"DSCN3764","Playa Blanca","4","2023",272.461,22,0,0,0,0,"387","Eliana",2023-04-01
"DSCN3768","Playa Blanca","4","2023",307.07,22,0,0,0,0,"390","Eliana",2023-04-01
"DSCN9813","Playa Blanca","2","2024",290.169,7,13,7,1,6,"59","Amanda",2024-02-01
"DSCN9817","Playa Blanca","2","2024",118.392,8,17,8,1,4,"82","Amanda",2024-02-01
"DSCN9803","Playa Blanca","2","2024",319.788,9,8,8,3,3,"99","Amanda",2024-02-01
"DSCN9807","Playa Blanca","2","2024",117.679,6,12,5,0,3,"115","Amanda",2024-02-01
"DSCN9801","Playa Blanca","2","2024",771.511,15,6,12,5,10,"146","Amanda",2024-02-01
"DSCN9815","Playa Blanca","2","2024",256.719,9,11,1,0,8,"147","Amanda",2024-02-01
"DSCN9805","Playa Blanca","2","2024",479.697,8,13,5,1,7,"155","Amanda",2024-02-01
"P3230123","Playa Blanca","3","2024",306.333,8,9,7,0,3,"59","Amanda",2024-03-01
"P3230131","Playa Blanca","3","2024",201.833,10,14,10,1,6,"82","Amanda",2024-03-01
"P3230139","Playa Blanca","3","2024",430.7,10,10,9,0,0,"99","Amanda",2024-03-01
"P3230128","Playa Blanca","3","2024",188.492,7,13,6,3,0,"115","Amanda",2024-03-01
"P3230141","Playa Blanca","3","2024",784.354,17,8,9,2,6,"146","Amanda",2024-03-01
"P3230120","Playa Blanca","3","2024",399.24,10,9,7,2,6,"147","Amanda",2024-03-01
"P3230125","Playa Blanca","3","2024",559.049,8,11,5,3,3,"155","Amanda",2024-03-01
"DSCN9753","Playa Blanca","2","2024",18.17,11,10,0,6,0,"149","Emma",2024-02-01
"DSCN9745","Playa Blanca","2","2024",438.36,9,0,0,9,0,"151","Emma",2024-02-01
"DSCN9761","Playa Blanca","2","2024",250.43,15,1,0,4,0,"154","Emma",2024-02-01
"DSCN9725","Playa Blanca","2","2024",233.73,14,1,1,5,0,"375","Emma",2024-02-01
"DSCN9717","Playa Blanca","2","2024",264.44,15,2,0,7,0,"378","Emma",2024-02-01
"DSCN9729","Playa Blanca","2","2024",22.27,15,2,2,3,0,"379","Emma",2024-02-01
"DSCN9703","Playa Blanca","2","2024",332.27,14,0,1,3,0,"380","Emma",2024-02-01
"P3230176","Playa Blanca","3","2024",24.08,1,3,0,9,0,"149","Emma",2024-03-01
"P3230248","Playa Blanca","3","2024",122.269,2,5,0,7,0,"150","Emma",2024-03-01
"P3230203","Playa Blanca","3","2024",517.22,9,0,0,6,0,"151","Emma",2024-03-01
"P3230173","Playa Blanca","3","2024",260.03,14,1,0,1,0,"154","Emma",2024-03-01
"P3230220","Playa Blanca","3","2024",428.91,17,1,0,2,0,"375","Emma",2024-03-01
"P3230228","Playa Blanca","3","2024",431.48,16,0,0,1,0,"378","Emma",2024-03-01
"P3230237","Playa Blanca","3","2024",410.95,15,3,0,1,0,"379","Emma",2024-03-01
"P3230271","Playa Blanca","3","2024",475.9,14,1,3,1,0,"380","Emma",2024-03-01
"P3230283","Playa Blanca","3","2024",377.231,19,4,10,0,2,"381","Mack",2024-03-01
"P3230273","Playa Blanca","3","2024",290.293,15,1,6,0,3,"382","Mack",2024-03-01
"P3230266","Playa Blanca","3","2024",462.709,18,2,10,2,3,"383","Mack",2024-03-01
"P3230285","Playa Blanca","3","2024",360.334,24,9,10,0,3,"384","Mack",2024-03-01
"P3230239","Playa Blanca","3","2024",85.441,4,1,2,8,0,"385","Mack",2024-03-01
"DSCN9690","Playa Blanca","2","2024",310.892,19,3,5,6,7,"381","Mack",2024-02-01
"DSCN9705","Playa Blanca","2","2024",236.398,15,1,3,3,3,"382","Mack",2024-02-01
"DSCN9698","Playa Blanca","2","2024",488.113,18,3,4,3,4,"383","Mack",2024-02-01
"DSCN9688","Playa Blanca","2","2024",323.233,24,8,6,7,3,"384","Mack",2024-02-01
"DSCN9715","Playa Blanca","2","2024",84.111,7,4,1,6,1,"385","Mack",2024-02-01
"P1280330","Playa Blanca","1","2024",322.253,23,7,3,2,0,"381","Mack",2024-01-01
"P1280317","Playa Blanca","1","2024",280.737,20,5,1,2,0,"382","Mack",2024-01-01
"P1280310","Playa Blanca","1","2024",446.045,20,5,5,1,2,"383","Mack",2024-01-01
"P1280333","Playa Blanca","1","2024",440.987,26,8,3,5,2,"384","Mack",2024-01-01
"P1280257","Playa Blanca","1","2024",87.236,9,6,0,5,0,"385","Mack",2024-01-01
"DSCN2289","Playa Blanca","11","2023",343.365,17,0,9,0,17,"381","Mack",2023-11-01
"DSCN2311","Playa Blanca","11","2023",242.963,15,1,6,0,8,"382","Mack",2023-11-01
"DSCN2302","Playa Blanca","11","2023",206.986,15,2,5,3,8,"383","Mack",2023-11-01
"DSCN2286","Playa Blanca","11","2023",235.099,24,4,16,4,2,"384","Mack",2023-11-01
"DSCN 2206","Playa Blanca","11","2023",261.184,19,3,15,2,1,"385","Mack",2023-11-01
"PA210987","Playa Blanca","10","2023",354.549,17,0,3,0,17,"381","Mack",2023-10-01
"PA211006","Playa Blanca","10","2023",318.679,16,0,6,0,16,"382","Mack",2023-10-01
"PA210996","Playa Blanca","10","2023",280.08,16,0,8,0,16,"383","Mack",2023-10-01
"PA211037","Playa Blanca","10","2023",450.33,27,0,10,1,27,"384","Mack",2023-10-01
"PA210942","Playa Blanca","10","2023",362.903,19,2,10,4,17,"385","Mack",2023-10-01
"P9232658","Playa Blanca","9","2023",294.986,16,0,8,0,15,"382","Mack",2023-09-01
"P9232665","Playa Blanca","9","2023",295.137,16,0,8,1,15,"383","Mack",2023-09-01
"P9232675","Playa Blanca","9","2023",544.68,28,0,12,0,27,"384","Mack",2023-09-01
"DSCN9935","Playa Blanca","8","2023",365.148,17,0,7,0,7,"381","Mack",2023-08-01
"DSCN9952","Playa Blanca","8","2023",261.711,16,0,8,0,13,"382","Mack",2023-08-01
"DSCN9946","Playa Blanca","8","2023",236.849,16,0,8,1,7,"383","Mack",2023-08-01
"DSCN9933","Playa Blanca","8","2023",492.708,28,0,8,1,13,"384","Mack",2023-08-01
"DSCN9967","Playa Blanca","8","2023",402.741,18,0,12,3,9,"385","Mack",2023-08-01
"DSCN8904","Playa Blanca","7","2023",337.387,17,0,7,0,6,"381","Mack",2023-07-01
"DSCN8921","Playa Blanca","7","2023",222.473,16,0,8,1,8,"382","Mack",2023-07-01
"DSCN8914","Playa Blanca","7","2023",194.324,16,0,8,1,4,"383","Mack",2023-07-01
"DSCN8902","Playa Blanca","7","2023",461.35,28,0,8,1,10,"384","Mack",2023-07-01
"DSCN8864","Playa Blanca","7","2023",333.923,18,0,10,3,7,"385","Mack",2023-07-01
"DSCN5369","Playa Blanca","6","2023",295.039,17,0,8,0,2,"381","Mack",2023-06-01
"DSCN5392","Playa Blanca","6","2023",226.938,16,0,8,1,6,"382","Mack",2023-06-01
"DSCN5383","Playa Blanca","6","2023",226.357,15,0,8,1,4,"383","Mack",2023-06-01
"DCSN5370","Playa Blanca","6","2023",376.93,28,1,12,0,7,"384","Mack",2023-06-01
"DSCN5351","Playa Blanca","6","2023",289.941,19,0,6,1,7,"385","Mack",2023-06-01
"DSCN4637","Playa Blanca","5","2023",244.042,17,0,2,0,3,"381","Mack",2023-05-01
"DSCN4653","Playa Blanca","5","2023",171.351,17,0,8,2,3,"382","Mack",2023-05-01
"DSCN4648","Playa Blanca","5","2023",144.298,15,1,8,1,4,"383","Mack",2023-05-01
"DSCN4635","Playa Blanca","5","2023",339.251,28,2,21,1,8,"384","Mack",2023-05-01
"DSCN4611","Playa Blanca","5","2023",299.35,22,0,7,2,4,"385","Mack",2023-05-01
"DSCN3756","Playa Blanca","4","2023",257.783,17,0,1,0,4,"381","Mack",2023-04-01
"DSCN3746","Playa Blanca","4","2023",184.54,19,0,2,0,5,"382","Mack",2023-04-01
"DSCN3748","Playa Blanca","4","2023",157.712,19,2,1,0,6,"383","Mack",2023-04-01
"DSCN3758","Playa Blanca","4","2023",365.373,29,0,1,1,9,"384","Mack",2023-04-01
"DSCN3780","Playa Blanca","4","2023",261.603,24,0,2,0,5,"385","Mack",2023-04-01
"P5040189","Playa Blanca","4","2024",334.852,7,14,2,2,3,"59","Amanda",2024-04-01
"P5040156","Playa Blanca","4","2024",313.188,9,15,4,1,3,"82","Amanda",2024-04-01
"P5040197","Playa Blanca","4","2024",565.754,8,8,6,0,0,"99","Amanda",2024-04-01
"P5040186","Playa Blanca","4","2024",190.189,7,9,5,2,6,"115","Amanda",2024-04-01
"P5040201","Playa Blanca","4","2024",969.463,19,4,6,1,4,"146","Amanda",2024-04-01
"P5040153","Playa Blanca","4","2024",533.799,14,4,10,0,1,"147","Amanda",2024-04-01
"P5040192","Playa Blanca","4","2024",421.984,7,12,2,1,2,"155","Amanda",2024-04-01
"P5040181","Playa Blanca","4","2024",34.38,1,3,0,6,0,"149","Emma",2024-04-01
"P5040175","Playa Blanca","4","2024",618.24,14,2,0,2,0,"154","Emma",2024-04-01
"P5040243","Playa Blanca","4","2024",545.92,17,1,1,0,0,"375","Emma",2024-04-01
"P6210168","Playa Blanca","6","2024",349.723,7,8,5,0,5,"59","Amanda",2024-06-01
"P6210177","Playa Blanca","6","2024",626.954,10,6,5,1,0,"99","Amanda",2024-06-01
"P6210170","Playa Blanca","6","2024",408.386,9,11,4,0,4,"115","Amanda",2024-06-01
"P6210180","Playa Blanca","6","2024",1125.952,16,4,2,3,0,"146","Amanda",2024-06-01
"P6210158","Playa Blanca","6","2024",538.949,11,9,3,0,4,"147","Amanda",2024-06-01
"P6210173","Playa Blanca","6","2024",664.176,9,9,2,0,3,"155","Amanda",2024-06-01
"DSCN3754","Playa Blanca","4","2023",543.877,22,0,0,1,1,"391","Eliana",2023-04-01
"DSCN3750","Playa Blanca","4","2023",558.202,28,0,4,0,1,"392","Eliana",2023-04-01
"DSCN4645","Playa Blanca","5","2023",327.276,22,1,4,1,0,"386","Eliana",2023-05-01
"DSCN4639","Playa Blanca","5","2023",320.915,17,0,4,2,0,"387","Eliana",2023-05-01
"DSCN4623","Playa Blanca","5","2023",222.445,22,1,13,1,0,"390","Eliana",2023-05-01
"P3230207","Playa Blanca","3","2024",103.19,14,6,0,1,0,"58","Priscilla",2024-03-01
"P3230211","Playa Blanca","3","2024",88.116,5,2,1,5,0,"60","Priscilla",2024-03-01
"P3230143","Playa Blanca","3","2024",932.337,18,4,1,2,0,"62","Priscilla",2024-03-01
"P3230145","Playa Blanca","3","2024",546.236,16,2,1,5,0,"64","Priscilla",2024-03-01
"P3230214","Playa Blanca","3","2024",524.794,10,0,0,2,0,"66","Priscilla",2024-03-01
"P3230218","Playa Blanca","3","2024",610.438,14,4,0,3,0,"394","Priscilla",2024-03-01
"P3230268","Playa Blanca","3","2024",482.815,17,0,1,2,0,"395","Priscilla",2024-03-01
"P3230242","Playa Blanca","3","2024",601.614,16,0,0,4,0,"396","Priscilla",2024-03-01
"P5040205","Playa Blanca","4","2024",723.496,12,2,0,0,0,"62","Priscilla",2024-04-01
"P5040240","Playa Blanca","4","2024",1126.228,15,0,0,1,0,"394","Priscilla",2024-04-01
"DSCN9355","Playa Blanca","6","2024",218.678,10,4,0,3,0,"58","Priscilla",2024-06-01
"DSCN9351","Playa Blanca","6","2024",234.855,4,0,0,6,0,"60","Priscilla",2024-06-01
"P6210184","Playa Blanca","6","2024",1084.087,15,1,1,0,0,"62","Priscilla",2024-06-01
"P6210187","Playa Blanca","6","2024",866.726,14,0,0,2,0,"64","Priscilla",2024-06-01
"DSCN9347","Playa Blanca","6","2024",605.739,7,0,0,0,0,"66","Priscilla",2024-06-01
"DSCN9343","Playa Blanca","6","2024",752.897,10,0,1,0,0,"394","Priscilla",2024-06-01
"DSCN9320","Playa Blanca","6","2024",830.589,16,0,0,0,0,"395","Priscilla",2024-06-01
"P6210221","Playa Blanca","6","2024",44.99,2,0,1,4,0,"149","Emma",2024-06-01
"DSCN9394","Playa Blanca","6","2024",43.32,3,1,1,5,1,"150","Emma",2024-06-01
"DSCN9406","Playa Blanca","6","2024",602.348,7,0,0,4,0,"151","Emma",2024-06-01
"P6210218","Playa Blanca","6","2024",506.07,13,2,0,0,2,"154","Emma",2024-06-01
"DSCN9339","Playa Blanca","6","2024",632.77,17,1,0,2,2,"375","Emma",2024-06-01
"DSCN9330","Playa Blanca","6","2024",645.53,17,0,0,0,0,"378","Emma",2024-06-01
"DSCN9345","Playa Blanca","6","2024",651.2,15,0,0,1,1,"379","Emma",2024-06-01
"DSCN9322","Playa Blanca","6","2024",799.65,15,0,0,1,1,"380","Emma",2024-06-01
"P3230209","Playa Blanca","3","2024",141.45,2,0,0,0,0,"139","Jorge",2024-03-01
"P3230163","Playa Blanca","3","2024",469.87,9,0,0,0,0,"140","Jorge",2024-03-01
"P3230157","Playa Blanca","3","2024",753.14,16,0,0,1,0,"143","Jorge",2024-03-01
"P3230159","Playa Blanca","3","2024",266.91,18,0,0,1,0,"144","Jorge",2024-03-01
"P3230193","Playa Blanca","3","2024",394.57,11,0,0,0,0,"148","Jorge",2024-03-01
"P5040232","Playa Blanca","5","2024",152.82,2,0,0,0,0,"139","Jorge",2024-05-01
"P5040178","Playa Blanca","5","2024",538.08,9,0,0,0,0,"140","Jorge",2024-05-01
"P5040210","Playa Blanca","5","2024",819,17,0,0,0,0,"143","Jorge",2024-05-01
"P5040226","Playa Blanca","5","2024",455.98,11,0,0,0,0,"148","Jorge",2024-05-01
"DSCN9400","Playa Blanca","6","2024",180.91,2,0,0,0,0,"139","Jorge",2024-06-01
"P6210206","Playa Blanca","6","2024",686.79,10,0,0,0,0,"140","Jorge",2024-06-01
"P6210193","Playa Blanca","6","2024",1087.89,17,0,0,0,0,"143","Jorge",2024-06-01
"P6210199","Playa Blanca","6","2024",514.6,18,0,0,0,0,"144","Jorge",2024-06-01
"DSCN9408","Playa Blanca","6","2024",397.04,9,0,0,2,0,"148","Jorge",2024-06-01
"P2230069","Cacique","2","2024",216.611,14,0,1,1,0,"226","Alexa",2024-02-01
"P2230075","Cacique","2","2024",174.463,18,0,1,0,0,"213","Alexa",2024-02-01
"P2230067","Cacique","2","2024",242.556,19,0,0,0,0,"214","Alexa",2024-02-01
"P2230027","Cacique","2","2024",278.54,24,0,2,1,0,"215","Alexa",2024-02-01
"P2230022","Cacique","2","2024",259.129,24,0,2,0,0,"217","Alexa",2024-02-01
"P2230048","Cacique","2","2024",414.619,24,0,0,0,0,"218","Alexa",2024-02-01
"P2230051","Cacique","2","2024",254.92,23,0,0,0,0,"219","Alexa",2024-02-01
"P2230057","Cacique","2","2024",349.4,25,0,1,0,0,"220","Alexa",2024-02-01
"P2230064","Cacique","2","2024",330.246,25,0,0,0,0,"222","Alexa",2024-02-01
"P2230054","Cacique","2","2024",379.253,25,0,1,0,0,"223","Alexa",2024-02-01
"P2230072","Cacique","2","2024",198.468,16,0,0,0,0,"224","Alexa",2024-02-01
"P3230077","Cacique","3","2024",214.747,17,0,0,0,0,"213","Alexa",2024-03-01
"P3230061","Cacique","3","2024",175.589,15,0,0,3,0,"214","Alexa",2024-03-01
"P3230063","Cacique","3","2024",284.259,22,0,1,2,0,"215","Alexa",2024-03-01
"P3230025","Cacique","3","2024",268.37,19,0,0,1,0,"217","Alexa",2024-03-01
"P3230047","Cacique","3","2024",370.563,25,0,1,0,0,"218","Alexa",2024-03-01
"P3230050","Cacique","3","2024",203.514,20,0,0,3,0,"219","Alexa",2024-03-01
"P3230054","Cacique","3","2024",376.326,25,0,0,0,1,"220","Alexa",2024-03-01
"P3230059","Cacique","3","2024",347.445,22,0,0,2,0,"222","Alexa",2024-03-01
"P3230052","Cacique","3","2024",368.038,20,0,0,1,1,"223","Alexa",2024-03-01
"P3230074","Cacique","3","2024",71.257,14,0,1,4,0,"224","Alexa",2024-03-01
"P6200295","Cacique","6","2024",586.455,16,0,0,0,0,"213","Alexa",2024-06-01
"P6200370","Cacique","6","2024",407.363,14,0,0,2,0,"214","Alexa",2024-06-01
"P6200372","Cacique","6","2024",512.002,24,0,1,1,0,"215","Alexa",2024-06-01
"P6200343","Cacique","6","2024",373.166,20,0,0,1,0,"217","Alexa",2024-06-01
"P6200356","Cacique","6","2024",723.649,22,0,2,0,0,"218","Alexa",2024-06-01
"P6200358","Cacique","6","2024",409.269,23,0,1,1,0,"219","Alexa",2024-06-01
"P6200362","Cacique","6","2024",737.142,21,0,0,1,0,"220","Alexa",2024-06-01
"P6200366","Cacique","6","2024",611.566,19,0,0,0,0,"222","Alexa",2024-06-01
"P6200360","Cacique","6","2024",999.232,22,0,2,0,0,"223","Alexa",2024-06-01
"P6200297","Cacique","6","2024",269.157,16,0,0,2,0,"224","Alexa",2024-06-01
"P2230025","Cacique","2","2024",255.944,24,0,0,0,0,"201","Enrique",2024-02-01
"P2230036","Cacique","2","2024",258.025,26,0,0,0,0,"202","Enrique",2024-02-01
"P2230042","Cacique","2","2024",522.023,23,0,0,0,0,"203","Enrique",2024-02-01
"P2230029","Cacique","2","2024",292.177,23,0,0,2,0,"204","Enrique",2024-02-01
"P2230082","Cacique","2","2024",408.403,19,0,0,0,0,"206","Enrique",2024-02-01
"P2230046","Cacique","2","2024",287.76,24,0,0,0,0,"207","Enrique",2024-02-01
"P2230084","Cacique","2","2024",300.136,26,0,0,0,0,"209","Enrique",2024-02-01
"P2230018","Cacique","2","2024",179.843,24,0,0,0,0,"210","Enrique",2024-02-01
"P2230039","Cacique","2","2024",240.607,24,0,0,0,0,"211","Enrique",2024-02-01
"P2230062","Cacique","2","2024",174.307,22,0,0,0,0,"212","Enrique",2024-02-01
"P3230028","Cacique","3","2024",294.742,24,0,0,0,0,"201","Enrique",2024-03-01
"P3230036","Cacique","3","2024",233.396,24,0,0,0,1,"202","Enrique",2024-03-01
"P3230041","Cacique","3","2024",420.994,23,0,0,0,0,"203","Enrique",2024-03-01
"P3230066","Cacique","3","2024",278.065,25,0,0,0,0,"204","Enrique",2024-03-01
"P3230084","Cacique","3","2024",293.593,18,0,0,3,0,"206","Enrique",2024-03-01
"P3230045","Cacique","3","2024",316.667,24,0,0,0,0,"207","Enrique",2024-03-01
"P3230072","Cacique","3","2024",213.816,22,0,0,1,0,"209","Enrique",2024-03-01
"P3230023","Cacique","3","2024",244.048,23,0,0,1,0,"210","Enrique",2024-03-01
"P3230039","Cacique","3","2024",334.481,25,0,0,0,0,"211","Enrique",2024-03-01
"P3230057","Cacique","3","2024",191.628,23,0,0,1,0,"212","Enrique",2024-03-01
