photo.code,str.code,lado,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,analizador
P9235289,119,7,Playa Pelonas,,arana,,,9,2023,24-Sep,1367.05,25,0,0,0,0,,Emma
DSCN9396,119,1,Playa Pelonas,,arana,,,8,2023,ago-24,501.82,7,0,0,0,0,,Emma
DSCN9397,119,2,Playa Pelonas,,arana,,,8,2023,ago-24,504.76,8,0,0,0,0,,Emma
DSCN9398,119,3,Playa Pelonas,,arana,,,8,2023,ago-24,627.57,8,0,1,0,0,,Emma
DSCN9399,119,4,Playa Pelonas,,arana,,,8,2023,ago-24,652.05,7,0,0,0,0,,Emma
DSCN9400,119,5,Playa Pelonas,,arana,,,8,2023,ago-24,497.02,8,1,1,0,0,,Emma
DSCN9401,119,6,Playa Pelonas,,arana,,,8,2023,ago-24,524.3,8,0,0,0,0,,Emma
DSCN9402,119,7,Playa Pelonas,,arana,,,8,2023,ago-24,1464.41,25,0,1,0,0,,Emma
DSCN8400,119,1,Playa Pelonas,,arana,,,7,2023,24-Jul,417.33,6,0,0,0,0,,Emma
DSCN8401,119,2,Playa Pelonas,,arana,,,7,2023,24-Jul,435.96,7,0,0,0,0,"un coral en segundo plano podría haber sido contado en el mes siguiente, ya que se mezclaba con los corales en la barra inferior.",Emma
DSCN8402,119,3,Playa Pelonas,,arana,,,7,2023,24-Jul,559.82,7,0,1,0,0,,Emma
DSCN8403,119,4,Playa Pelonas,,arana,,,7,2023,24-Jul,623.42,7,0,0,0,0,,Emma
DSCN8404,119,5,Playa Pelonas,,arana,,,7,2023,24-Jul,446.14,7,1,1,0,0,,Emma
DSCN8405,119,6,Playa Pelonas,,arana,,,7,2023,24-Jul,495.83,7,0,0,0,0,,Emma
DSCN8406,119,7,Playa Pelonas,,arana,,,7,2023,24-Jul,1368.82,25,0,1,0,0,,Emma
DSCN5161,119,1,Playa Pelonas,,arana,,,6,2023,24-Jun,336.29,5,0,0,0,0,,Emma
DSCN5162,119,2,Playa Pelonas,,arana,,,6,2023,24-Jun,442.32,7,0,0,0,0,,Emma
DSCN5163,119,3,Playa Pelonas,,arana,,,6,2023,24-Jun,537.15,7,0,1,0,0,,Emma
DSCN5164,119,4,Playa Pelonas,,arana,,,6,2023,24-Jun,596.19,7,0,0,0,0,,Emma
DSCN5165,119,5,Playa Pelonas,,arana,,,6,2023,24-Jun,482.79,7,1,1,0,0,,Emma
DSCN5167,119,6,Playa Pelonas,,arana,,,6,2023,24-Jun,433.3,7,0,0,0,0,,Emma
DSCN5168,119,7,Playa Pelonas,,arana,,,6,2023,24-Jun,1469.11,25,0,1,0,0,,Emma
P5240126,119,1,Playa Pelonas,,arana,,,5,2023,24-May,357.65,5,0,0,0,0,,Emma
P5240127,119,2,Playa Pelonas,,arana,,,5,2023,24-May,341.66,7,0,0,0,0,,Emma
P5240128,119,3,Playa Pelonas,,arana,,,5,2023,24-May,409.85,7,0,1,0,0,,Emma
P5240129,119,4,Playa Pelonas,,arana,,,5,2023,24-May,434.93,7,0,0,0,0,,Emma
P5240130,119,5,Playa Pelonas,,arana,,,5,2023,24-May,353.12,7,1,1,0,0,,Emma
P5240131,119,6,Playa Pelonas,,arana,,,5,2023,24-May,384.62,7,0,0,0,0,,Emma
P5240132,119,7,Playa Pelonas,,arana,,,5,2023,24-May,1298.99,25,0,0,0,0,,Emma
DSCN3307,119,1,Playa Pelonas,,arana,,,4,2023,abr-24,339.34,5,0,0,0,0,,Emma
DSCN3308,119,2,Playa Pelonas,,arana,,,4,2023,abr-24,409.26,8,1,0,0,0,,Emma
DSCN3309,119,3,Playa Pelonas,,arana,,,4,2023,abr-24,365.11,7,0,1,0,0,,Emma
DSCN3310,119,4,Playa Pelonas,,arana,,,4,2023,abr-24,413.59,7,0,0,0,0,,Emma
DSCN3311,119,5,Playa Pelonas,,arana,,,4,2023,abr-24,415.89,7,1,1,0,0,,Emma
DSCN3312,119,6,Playa Pelonas,,arana,,,4,2023,abr-24,369.97,7,0,0,0,0,,Emma
DSCN3313,119,7,Playa Pelonas,,arana,,,4,2023,abr-24,1143.32,25,0,0,0,0,,Emma
DSCN9418,117,NA,Playa Pelonas,,arana,,,2,2024,24-Feb,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9419,117,1,Playa Pelonas,,arana,,,2,2024,24-Feb,755.89,11,0,1,0,0,Side,Emma
DSCN9420,117,2,Playa Pelonas,,arana,,,2,2024,24-Feb,527.41,9,0,0,1,0,Side,Emma
DSCN9421,117,3,Playa Pelonas,,arana,,,2,2024,24-Feb,930.45,9,0,0,0,0,Side,Emma
DSCN9422,117,4,Playa Pelonas,,arana,,,2,2024,24-Feb,823.73,12,1,2,0,0,Side,Emma
DSCN9423,117,5,Playa Pelonas,,arana,,,2,2024,24-Feb,611.61,8,0,1,0,0,Side,Emma
DSCN9424,117,6,Playa Pelonas,,arana,,,2,2024,24-Feb,723.95,8,0,0,0,0,Side,Emma
DSCN9425,117,7,Playa Pelonas,,arana,,,2,2024,24-Feb,1313.99,28,0,0,0,0,Top,Emma
DSCN9397,119,NA,Playa Pelonas,,arana,,,2,2024,24-Feb,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN9398,119,1,Playa Pelonas,,arana,,,2,2024,24-Feb,564.32,5,0,0,0,0,Side,Emma
DSCN9399,119,2,Playa Pelonas,,arana,,,2,2024,24-Feb,509.41,8,0,0,0,0,Side,Emma
DSCN9400,119,3,Playa Pelonas,,arana,,,2,2024,24-Feb,833.79,9,0,1,0,0,Side,Emma
DSCN9401,119,4,Playa Pelonas,,arana,,,2,2024,24-Feb,774.66,5,0,0,0,0,Side,Emma
DSCN9402,119,5,Playa Pelonas,,arana,,,2,2024,24-Feb,487.26,8,0,2,0,0,Side,Emma
DSCN9403,119,6,Playa Pelonas,,arana,,,2,2024,24-Feb,605.36,8,0,0,0,0,Side,Emma
DSCN9404,119,7,Playa Pelonas,,arana,,,2,2024,24-Feb,2004.16,24,0,1,0,0,Top,Emma
DSCN0486,117,NA,Playa Pelonas,,arana,,,3,2024,24-Mar,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN0487,117,1,Playa Pelonas,,arana,,,3,2024,24-Mar,762.53,11,0,1,0,0,Side,Emma
DSCN0488,117,2,Playa Pelonas,,arana,,,3,2024,24-Mar,594.68,8,1,0,0,0,Side,Emma
DSCN0489,117,3,Playa Pelonas,,arana,,,3,2024,24-Mar,571.55,6,0,0,0,0,Side,Emma
DSCN0490,117,4,Playa Pelonas,,arana,,,3,2024,24-Mar,1153.46,12,0,2,0,0,Side,Emma
DSCN0491,117,5,Playa Pelonas,,arana,,,3,2024,24-Mar,835.07,10,0,1,0,0,Side,Emma
DSCN0492,117,6,Playa Pelonas,,arana,,,3,2024,24-Mar,658.31,6,0,0,0,0,Side,Emma
DSCN0493,117,7,Playa Pelonas,,arana,,,3,2024,24-Mar,2249.02,27,0,0,0,0,Top,Emma
DSCN0507,119,NA,Playa Pelonas,,arana,,,3,2024,24-Mar,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN0508,119,1,Playa Pelonas,,arana,,,3,2024,24-Mar,3177.33,6,0,1,0,0,Side,Emma
DSCN0509,119,2,Playa Pelonas,,arana,,,3,2024,24-Mar,739.78,8,0,0,0,0,Side,Emma
DSCN0510,119,3,Playa Pelonas,,arana,,,3,2024,24-Mar,889.95,9,0,1,0,0,Side,Emma
DSCN0511,119,4,Playa Pelonas,,arana,,,3,2024,24-Mar,822,6,0,0,0,0,Side,Emma
DSCN0512,119,5,Playa Pelonas,,arana,,,3,2024,24-Mar,532.66,8,0,2,0,0,Side,Emma
DSCN0513,119,6,Playa Pelonas,,arana,,,3,2024,24-Mar,765.9,8,0,0,0,0,Side,Emma
DSCN0515,119,7,Playa Pelonas,,arana,,,3,2024,24-Mar,1640,23,0,0,0,0,Top,Emma
No Photo,119,NA,Playa Pelonas,,arana,,,4,2024,abr-24,NA,NA,NA,NA,NA,NA,Estos datos de abril se tomaron la primera semana de mayo,Emma
DSCN1452,119,1,Playa Pelonas,,arana,,,4,2024,abr-24,899.11,5,0,0,0,0,Side,Emma
DSCN1453,119,2,Playa Pelonas,,arana,,,4,2024,abr-24,672.01,7,0,0,0,0,Side,Emma
DSCN1454,119,3,Playa Pelonas,,arana,,,4,2024,abr-24,906.77,7,0,0,0,0,Side,Emma
DSCN1455,119,4,Playa Pelonas,,arana,,,4,2024,abr-24,1012.45,6,0,0,0,0,Side,Emma
DSCN1456,119,5,Playa Pelonas,,arana,,,4,2024,abr-24,651.89,7,0,0,0,0,Side,Emma
DSCN1457,119,6,Playa Pelonas,,arana,,,4,2024,abr-24,NA,NA,NA,NA,NA,NA,Solo cinco lados con foto,Emma
DSCN1458,119,7,Playa Pelonas,,arana,,,4,2024,abr-24,2909.15,23,0,0,0,0,Top,Emma
DSCN1433,117,NA,Playa Pelonas,,arana,,,4,2024,abr-24,NA,NA,NA,NA,NA,NA,Etiqueta arana,Emma
DSCN1434,117,1,Playa Pelonas,,arana,,,4,2024,abr-24,672.69,8,0,1,0,0,Side,Emma
DSCN1435,117,2,Playa Pelonas,,arana,,,4,2024,abr-24,552.59,7,0,0,0,0,Side,Emma
DSCN1436,117,3,Playa Pelonas,,arana,,,4,2024,abr-24,1096.87,8,1,0,0,0,Side,Emma
DSCN1437,117,4,Playa Pelonas,,arana,,,4,2024,abr-24,1146.04,11,0,2,0,0,Side,Emma
DSCN1438,117,5,Playa Pelonas,,arana,,,4,2024,abr-24,894.11,12,0,3,0,0,Side,Emma
DSCN1439,117,6,Playa Pelonas,,arana,,,4,2024,abr-24,902.57,10,1,0,0,0,Side,Emma
DSCN1440,117,7,Playa Pelonas,,arana,,,4,2024,abr-24,2222.09,24,0,0,0,0,Top,Emma
P6200146,117,1,Playa Pelonas,,arana,,,6,2024,24-Jun,821.02,11,0,0,0,0,Side,Emma
P6200147,117,2,Playa Pelonas,,arana,,,6,2024,24-Jun,772.8,7,0,0,0,0,Side,Emma
P6200148,117,3,Playa Pelonas,,arana,,,6,2024,24-Jun,1070.05,7,0,0,0,0,Side,Emma
P6200149,117,4,Playa Pelonas,,arana,,,6,2024,24-Jun,1538.29,10,0,0,0,0,Side,Emma
P6200150,117,5,Playa Pelonas,,arana,,,6,2024,24-Jun,874.65,7,0,1,0,0,Side,Emma
P6200151,117,6,Playa Pelonas,,arana,,,6,2024,24-Jun,929.68,9,0,0,0,0,Side,Emma
P6200152,117,7,Playa Pelonas,,arana,,,6,2024,24-Jun,2195.995,24,0,0,0,0,Top,Emma
P6200182,119,1,Playa Pelonas,,arana,,,6,2024,24-Jun,1632.09,6,0,0,0,0,Side,Emma
P6200183,119,2,Playa Pelonas,,arana,,,6,2024,24-Jun,890.28,8,0,0,0,0,Side,Emma
P6200184,119,3,Playa Pelonas,,arana,,,6,2024,24-Jun,925.44,8,0,0,0,0,Side,Emma
P6200185,119,4,Playa Pelonas,,arana,,,6,2024,24-Jun,862.97,7,0,0,0,0,Side,Emma
P6200186,119,5,Playa Pelonas,,arana,,,6,2024,24-Jun,881.47,7,0,0,0,0,Side,Emma
P6200187,119,6,Playa Pelonas,,arana,,,6,2024,24-Jun,1253.82,8,0,0,0,0,Side,Emma
P6200188,119,7,Playa Pelonas,,arana,,,6,2024,24-Jun,1997.46,23,0,0,0,0,Top,Emma
